รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาทุนต่อหน่วย,ราคาขายต่อหน่วย,ยอดยกมา,มูลค่ายกมา,รหัสร้านค้า,รูปสินค้า,flag_activate,admin_note
P230-000808,วัสดุใช้ไป,กล่องพักสาย ชนิดพลาสติก แบบเหลี่ยม ขนาด 2/4 นิ้ว สีขาว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20,,0,0,,,TRUE,
P230-000809,วัสดุใช้ไป,ข้อต่อตรง ชนิดเหล็ก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,33,,0,0,,,TRUE,
P230-000810,วัสดุใช้ไป,ยกเลิก ก๊อกน้ำ ชนิดทองเหลือง แบบดัช ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,440,,0,0,,,FALSE,
P230-000811,วัสดุใช้ไป,บานพับ ขนาด 3*1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,17,,0,0,,,TRUE,
P230-000812,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบต่อหลัง ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,275,,0,0,,,TRUE,
P230-000813,วัสดุใช้ไป,เบาะหุ้มจักรยาน,วัสดุยานพาหนะและขนส่ง,วัสดุยานพาหนะและขนส่ง,อัน,180,,0,0,,,TRUE,
P230-000814,วัสดุใช้ไป,แท่งกราวด์ ขนาด 1.8 ม.,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,160,,0,0,,,TRUE,
P230-000815,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับแก้วชน แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,95,,0,0,,,TRUE,
P230-000816,วัสดุใช้ไป,ชุดสายชำระ แบบรวมหัวฉีดและสายชำระ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,390,,0,0,,,TRUE,
P230-000817,วัสดุใช้ไป,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 3/4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,48,,0,0,,,TRUE,
P230-000818,วัสดุใช้ไป,ข้อต่อลด ชนิด PVC ขนาด 3/4 * 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,10,,0,0,,,TRUE,
P230-000819,วัสดุใช้ไป,ดอกสว่าน ชนิดเจาะคอนกรีต ขนาด 1/4 หุน 4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,55,,0,0,,,TRUE,
P230-000820,วัสดุใช้ไป,มินิวาล์ว ชนิดทองเหลือง แบบเกลียวนอก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,155,,0,0,,,TRUE,
P230-000821,วัสดุใช้ไป,กระดาษชาร์ท หนา 450 แกรม สีเทา-ขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,แผ่น,20,,0,0,,,TRUE,
P230-000822,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 7 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,80,,0,0,,,TRUE,
P230-000823,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 17 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,155,,0,0,,,TRUE,
P230-000824,วัสดุใช้ไป,สีน้ำมัน ชนิดทาภายนอก ขนาด 2.5 ลิตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แกลลอน,"2,490.00",,0,0,,,TRUE,
P230-000825,วัสดุใช้ไป,สีน้ำมัน ชนิดทาภายใน ขนาด 1 ลิตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แกลลอน,"1,195.00",,0,0,,,TRUE,
P230-000826,วัสดุใช้ไป,แปรงทาสี ชนิดขนสังเคราะห์ ขนาด 2.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,65,,0,0,,,TRUE,
P230-000827,วัสดุใช้ไป,แปรงทาสี ชนิดขนสังเคราะห์ ขนาด 4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,95,,0,0,,,TRUE,
P230-000828,วัสดุใช้ไป,ลูกกลิ้งทาสี ขนาด 10 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,79,,0,0,,,TRUE,
P230-000829,วัสดุใช้ไป,ด้ามต่อ สำหรับต่อลูกกลิ้งทาสี ยาว 2 เมตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,109,,0,0,,,TRUE,
P230-000830,วัสดุใช้ไป,แม่สี เบอร์ BV,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ซีซี.,1.5,,0,0,,,TRUE,
P230-000831,วัสดุใช้ไป,แม่สี เบอร์ OK,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ซีซี.,1.5,,0,0,,,TRUE,
P230-000832,วัสดุใช้ไป,แม่สี เบอร์ SS,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ซีซี.,2,,0,0,,,TRUE,
P230-000833,วัสดุใช้ไป,แม่สี เบอร์ ST,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ซีซี.,2.5,,0,0,,,TRUE,
P230-000834,วัสดุใช้ไป,กระดาษกาวย่น แบบม้วน ขนาดกว้าง 3/4 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,11.5,,0,0,,,TRUE,
P230-000835,วัสดุใช้ไป,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,150,,0,0,,,TRUE,
P230-000836,วัสดุใช้ไป,ยูเนียน ชนิดเหล็ก ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,205,,0,0,,,TRUE,
P230-000837,วัสดุใช้ไป,ยกเลิก ข้องอ ชนิด PVC หนา แบบ 90 องศา ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,40,,0,0,,,FALSE,
P230-000838,วัสดุใช้ไป,ข้อต่อตรง ชนิด PVC ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,28,,0,0,,,TRUE,
P230-000839,วัสดุใช้ไป,เกลียวนอก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,28,,0,0,,,TRUE,
P230-000840,วัสดุใช้ไป,"หนังสือ มาตฐาน SPA part I , II , III , IV",วัสดุสำนักงาน,วัสดุสำนักงาน,ชุด,550,,0,0,,,TRUE,
P230-000841,วัสดุใช้ไป,รางสายไฟ แบบ DT1225 นาโน,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,55,,0,0,,,TRUE,
P230-000842,วัสดุใช้ไป,สต๊อปวาล์ว ชนิดลอย แบบหัวแก้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,160,,0,0,,,TRUE,
P230-000843,วัสดุใช้ไป,สายน้ำดี ขนาด 32 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,75,,0,0,,,TRUE,
P230-000844,วัสดุใช้ไป,จานเอ็น สำหรับเครื่องตัดหญ้า,วัสดุการเกษตร,วัสดุการเกษตร,อัน,130,,0,0,,,TRUE,
P230-000845,วัสดุใช้ไป,กรรไกร สำหรับต้นไม้สูง สำหรับตัดแต่งกิ่ง ขนาด 1.5 เมตร,วัสดุการเกษตร,วัสดุการเกษตร,อัน,"1,790.00",,0,0,,,TRUE,
P230-000846,วัสดุใช้ไป,ตะไบ ชนิดกลม สำหรับเลื่อยยนต์ ขนาด 3/8 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,อัน,180,,0,0,,,TRUE,
P230-000847,วัสดุใช้ไป,ตะไบ ชนิดกลม สำหรับเลื่อยยนต์ ขนาด 4 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,อัน,260,,0,0,,,TRUE,
P230-000848,วัสดุใช้ไป,ยกเลิก จารบี สำหรับเครื่องตัดหญ้า,วัสดุการเกษตร,วัสดุการเกษตร,กระป๋อง,100,,0,0,,,FALSE,
P230-000849,วัสดุใช้ไป,HDMI extender,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,"1,390.00",,0,0,,,TRUE,
P230-000850,วัสดุใช้ไป,มือจับ แบบก้านโยก,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,"1,490.00",,0,0,,,TRUE,
